TWEET_ID,TWEET,RUMOUR_NONRUMOR,RETWEETS
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones  Royal Colonial Mounty Police.
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones They *asked*?? Oh the horror! Such jackbooted thugs!
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,'@RealAlexJones Ready to call it a false flag yet?
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones @Blubdha fuck them
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones Why havent they just turned of all mobile comms.Problem solved
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones if we wanted a foreigner talking about Canada we'd ask for @piersmorgan
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones Oh would you just shut up !! Dumbass !!
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones: Censorship: RCMP Asks Public...Requesting is not censoring.
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones that tweet is inaccurate.  They verbally stated that they did not want the locations of officers tweeted for officer safety.
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones  Get busy RCMP forget that sounds like the camel getting it's nose under the tent on the way to martial law TRUST US SHIT
524993612279336960,Censorship: RCMP Asks Public Not to Post Photos Videos of #OttawaShooting http://t.co/0bsWWWfxXI http://t.co/c7uTeVqQGH,1,@RealAlexJones false flags are usually aimed at civilians but let's see what rights they want to take away in the name of this
524993166651318273,Today is exhausting on everyone's emotions - please know we are here for you 24/7 in #ottawa &amp; surroundings areas 613-238-3311,1,@DistressCentreO  I don't live in Ottawa.. but want to say ThankYou for providing such an important service at this time. #Ottawa
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews: .@petermansbridge tells us what we know right now on #OttawaShooting http://t.co/JLkAH8guyg MSM reporting. Looking 4 Indy reports
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews @petermansbridge maybe he could stop giving airtime to that idiot Kenney who should never have tweeted what he did #OttawaShooting
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews @petermansbridge Any confirmed reason for the power blackout covering most of the west end?
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews @petermansbridge  And more than one suspect...
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,Detailed timeline RT @CBCNews @petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/T5AD6tAaFt
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews @petermansbridge Thank you very much for this detailed update.
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews @petermansbridge friends in Ottawa are reporting power outages across the city-what is that about
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews: .@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/2bkWTQlalo what is this world coming to.
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews @nitpickette01 @petermansbridge Turns out not very fucking much.
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,A person I trust for the facts @CBCNews: .@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/LlGabv9x9j
524978855531253760,.@petermansbridge tells us what we know right now on the #OttawaShooting http://t.co/YbG1hUoqdA,1,@CBCNews: [...] what we know right now on the #OttawaShooting http://t.co/2ITAZke6pv my thoughts and my love are with Ottawa today.
524967231902318592,Our thoughts and prayers are with those affected by the shootings in Ottawa. Stay safe! #PrayForOttawa,1,@BauerHockey: Our thoughts and prayers are with those affected by the shootings in Ottawa. Stay safe! #PrayForOttawa
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews @RockScorpion59 We wondered what was being planed at the end of Pistorius trial.
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews Beautiful building country and people. Like shooting a mockingbird. Muslims don't let your religion be used for this! Inform!
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews why ???????
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews @annispice You've misspelled Murderous un-evolved cowards as suspects.
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews What a sad moment in history this issome young man misguided by fear and lies and hatred takes someone elses life away
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews so sad RIP! Complete and utter disgrace
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews MUSLIMS?? Probably....they are at war with us...wake up
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews RIP hopefully now they will allow ammunition for their rifles! Poor kid
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews The so called religion of peace strikes again!
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews so many religious nutjobs out there sad it's spreading to other countries
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews wish @skymartinbrunt was back at work; my family and I really miss his reporting!
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews  this is so sad - cannot believe happening in my country
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews All of the coalition must stand shoulder to shoulder with Canada !! There can be no hiding place for foreign or domestic terrorists
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews Very sorry this dear selfless man has died today in Ottawa in such circumstances. Naturally one prays for family friends a.t.t.
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews tragic RIP
524969144832491520,Soldier shot at Canada National War Memorial has died; police are looking for several suspects http://t.co/dQYFsfKGHx http://t.co/qwjAU3SliB,0,@SkyNews So sad What is wrong with people!
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,NO shooting @RideauCentre. #ottawa
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre so....
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre: Reports of a shooting at Rideau Centre have misstated the shooting location.
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre they are saying it was outside the mall? Is this not accurate?
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre: Reports of a shooting at Rideau Centre have misstated the shooting location. Scary stuff
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre You should let @OttawaPolice make the statements. #crisiscomms
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre @CBCTheNational guys i know this is a tragedy but please keep shopping at our mall please
524957566502445056,Reports of a shooting at Rideau Centre have misstated the shooting location.,0,@RideauCentre: Reports of a shooting at Rideau Centre have misstated the shooting location.
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,Only face we should see @TorontoStar: Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/fcrDtzCdQJ http://t.co/HaFMQGDZpZ
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar @acoyne Look at that face. So beautiful. Such a tragic waste.
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar  RIP Nathan Cirillo
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar: Updated: Story on N Cirillo soldier killed in #Ottawashooting http://t.co/vDviYTY3KU http://t.co/c5OEkQHwoi #HonourCirillo
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar may he rest in peace.😕🌹
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,A young father. MT @TorontoStar: Story on Nathan Cirillo soldier killed in #Ottawashooting http://t.co/0mmbu65EMr http://t.co/hWakdnXKXo
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar: Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/2HvcHXPf1x http://t.co/KGrQoQl3J3
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,.@TorontoStar story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/paTqUqgCRl http://t.co/GubIsFYd6E #OttawaStrong
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar RIP good man
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar @TeamAussiePups @kenmoret God bless and my prayers are with the family and Canada.
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar may he rest in peace! God bless all who serve whether it be at home or abroad! You are all my heroes ❤️
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar @ThirstanF such a handsome man &amp; far too young! #ottawashootings
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar RIP Nathan Cirillo  Senseless horrifying shameful death.
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar Now that's an authentic smile that will be deeply missed.
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar God Bless
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar  R.I.P.
525029954908860417,Updated: Full story on Nathan Cirillo the soldier killed in #Ottawashooting http://t.co/znQSFJeNQf http://t.co/qM9gunIiJE,0,@TorontoStar RIP
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,Heartbreaking. @ctvottawa: Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/zEfI4IduPG http://t.co/S9RYdM04br
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,Hard to look at this &amp; not feel heart hurt. RT @ctvottawa Cpl. Nathan Cirillo http://t.co/MavpyJh1hs http://t.co/3AHQt4rjD6
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa: Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/5cbuZ6qSei http://t.co/FOMNw2AVCC RIP #StaySafeOttawa
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa he's 34?
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa so sad my thoughts are with his family
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa @Meika_Mashack prayers for his family ;(
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa: Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/jTn5dyMrnC http://t.co/Jtatl86brhRIP🍁❤️
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa @jaimelmcintyre How is anyone going to explain this to his dog? 😥
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa @Juliet777777 Very sad the picture alone says a thousands words about this guy. May he be wrapped in the arm's of god.
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa: Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/IsfuR9sOB9 http://t.co/qC02CGuEKu
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa @sparrow42 sad :-(
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa @ElkeHassell so many innocent senseless deaths...rest in peace your family is in our prayers.
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa: Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/voHHfZdFzz http://t.co/Cwl080tCiw :(
525039002307424256,Soldier killed in Ottawa identified as Cpl. Nathan Cirillo http://t.co/AOT1ZKyAei http://t.co/n9NyPIQ5be,0,@ctvottawa R.I.P Nathan
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg Sad day for Canadians for sure. So very sad.
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg Such a tragedy. 😢 May he #RIP ❤️
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 the soldier was only 24. Still a baby :*(
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg yep and knowing it's only 10-15 mins from where I leave and work I was scared shitless today #OttawaStrong
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg so not something that happens here :( #Ottawa #Proudcanadian
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 🙏 4 our friends up north. http://t.co/4u9Nou0Xap
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg saying prayers... 😔😔
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 So hard to believe it happened here in Canada!
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg ❤ so sad
525044166519451648,(Sigh) what a horrible day. Someone had to lose a life at a place where we honour those who fought for us. #Ottawa 🍁,1,@yikes77 @DonnieWahlberg so very sad I was in disbelief watching the coverage. Sending prayers
524942548066791424,IN PICTURES: Shots fired on Parliament Hill soldier shot at National War Memorial   http://t.co/wdKEiy9P8e http://t.co/uQ4yY2Nw9c,0,@ctvottawa My app is mapping tweets from Ottawa shotting area http://t.co/VlcPC99uBJ
524942548066791424,IN PICTURES: Shots fired on Parliament Hill soldier shot at National War Memorial   http://t.co/wdKEiy9P8e http://t.co/uQ4yY2Nw9c,0,@ctvottawa please spread the word to not display or tell police positions and police doings.  #KeepATightLidMedia thank you.
524942548066791424,IN PICTURES: Shots fired on Parliament Hill soldier shot at National War Memorial   http://t.co/wdKEiy9P8e http://t.co/uQ4yY2Nw9c,0,@ctvottawa: Shots fired on Parliament Hill soldier shot at National War Memorial   http://t.co/tvJe5PQyHZ http://t.co/DX8jlCGnWC
524942548066791424,IN PICTURES: Shots fired on Parliament Hill soldier shot at National War Memorial   http://t.co/wdKEiy9P8e http://t.co/uQ4yY2Nw9c,0,@ctvottawa Praying for victim(s) in #Ottawa Parliament Hill shootings in Canada.
524983828000276480,Anyone with tips regarding the shooting incidents or those looking to report suspicious activity can call 613-236-1222 x5493 or call 9-1-1,1,MT @OttawaPolice: Tips regarding shooting call 613-236-1222 x5493 or call 9-1-1 #info4
524983828000276480,Anyone with tips regarding the shooting incidents or those looking to report suspicious activity can call 613-236-1222 x5493 or call 9-1-1,1,@OttawaPolice @India_MSM this is what happens when u harbour terrorists.
524983828000276480,Anyone with tips regarding the shooting incidents or those looking to report suspicious activity can call 613-236-1222 x5493 or call 9-1-1,1,@OttawaPolice @blastedsilver don't ask the US state dept. They'll just tell u it was the fault of a video:)
524983828000276480,Anyone with tips regarding the shooting incidents or those looking to report suspicious activity can call 613-236-1222 x5493 or call 9-1-1,1,@OttawaPolice @PoliceNewsGroup  false flag event to scare the sheep
524983828000276480,Anyone with tips regarding the shooting incidents or those looking to report suspicious activity can call 613-236-1222 x5493 or call 9-1-1,1,@ottawapolice @proudoftheusa Go and round up all #muslims as they are violent! #islamophobe
524988712367955970,MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uFsW7vHPRi,0,RT @AP: MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/t7iwVftpYB
524988712367955970,MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uFsW7vHPRi,0,@AP there's gonna be a meeting today about it cool them jets boi
524988712367955970,MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uFsW7vHPRi,0,@AP GOD Bless this soldier and all soldiers that stand bravely knowing many in the world want to kill them.
524988712367955970,MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uFsW7vHPRi,0,@AP CBC Ottawa @CBCOttawa 11m11 minutes agoThere was no mention of another gunman in Bordeleau's talk.
524988712367955970,MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uFsW7vHPRi,0,@AP ...--- ((( O people! Say No God But Allah To Obtain Salvation )))THE MEANING OF LIFE SPOKEN WORDhttps://t.co/YBaU294GFx
524988712367955970,MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uFsW7vHPRi,0,@AP: MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead police say: http://t.co/uJ7Nk4mTHN
